accident_index,longitude,latitude,cluster
2020160965369,-0.370892,53.734285,3
2020160965385,-0.31624,53.618432,3
2020160965419,-0.428823,53.762259,3
2020160965454,-0.045877,53.541356,5
2020160965469,-0.493209,53.561425,4
2020160965516,-0.032777,53.560271,5
2020160965611,-0.084197,53.554048,5
2020160965614,-0.068027,53.522927,5
2020160965771,-0.376503,53.733076,3
2020160965793,-0.087773,53.564129,5
2020160965854,-0.291828,53.758255,3
2020160965895,-0.267194,54.01364,2
2020160965935,-0.403759,53.859538,3
2020160965961,-0.424629,53.744585,3
2020160966030,-0.365373,53.738597,3
2020160966236,-0.233667,54.061117,2
2020160966242,-0.360938,53.751651,3
2020160966259,-0.206539,53.815368,3
2020160966294,-0.815957,53.584885,4
2020160966575,-0.233071,53.74321,3
2020160966876,-0.445209,53.684519,3
2020160966938,-0.348082,53.75267,3
2020160967032,-0.383746,53.77029,3
2020160967053,-0.446736,53.756155,3
2020160967080,-0.361794,53.86451,3
2020160967085,-0.052889,53.554658,5
2020160967132,-0.411812,53.832768,3
2020160967183,-0.024492,53.528725,5
2020160967218,-0.361446,53.743271,3
2020160967273,-0.426748,53.84821,3
2020160967282,-0.343094,53.740664,3
2020160967341,-0.571747,53.500553,4
2020160967365,-0.130794,53.708219,5
2020160967399,-0.521575,53.919843,3
2020160967502,-0.344327,53.74016,3
2020160967556,-0.704971,53.574485,4
2020160967607,-0.005499,53.537013,5
2020160967623,-0.105878,53.732323,5
2020160967643,-0.385655,53.744661,3
2020160967667,-0.410503,53.735571,3
2020160967697,-0.649744,53.570567,4
2020160967768,-0.328372,53.79834,3
2020160967848,-0.317362,53.788523,3
2020160967926,-0.612343,53.653476,4
2020160968118,-0.368461,53.864753,3
2020160968145,-0.119412,53.580047,5
2020160968279,-0.831193,53.603183,4
2020160968435,-0.096679,53.568901,5
2020160968564,-0.838287,53.932896,1
2020160968578,-0.029519,53.557593,5
2020160968613,-0.659854,53.597612,4
2020160968806,-0.40727,53.836717,3
2020160968871,-0.641919,53.589535,4
2020160968889,-0.227603,54.131024,2
2020160968899,-0.011722,53.525618,5
2020160968966,-0.379671,53.743717,3
2020160969071,-0.606363,53.67284,4
2020160969098,-0.317187,53.891867,3
2020160969142,0.123813,53.628577,5
2020160969152,-0.292047,53.778277,3
2020160969177,-0.192081,54.085965,2
2020160969203,-0.364571,53.762758,3
2020160969219,-0.093157,53.5381,5
2020160969245,-0.400176,53.740424,3
2020160969313,-0.353357,53.766712,3
2020160969369,-0.298416,53.762277,3
2020160969418,-0.092695,53.540987,5
2020160969520,-0.169739,53.916274,2
2020160969528,-0.095056,53.519998,5
2020160969531,-0.355022,53.802933,3
2020160969574,-0.818214,53.586309,4
2020160969597,-0.96432,53.672407,1
2020160969614,-0.237525,53.908783,2
2020160969624,-0.353739,53.742986,3
2020160969652,-0.291677,53.764959,3
2020160969869,-0.695035,53.590162,4
2020160969894,-0.316235,53.608292,3
2020160969933,-0.674981,53.771795,1
2020160969939,-0.182963,54.089234,2
2020160969953,-0.087864,53.570145,5
2020160969973,-0.077611,53.567445,5
2020160970006,-0.089965,53.555687,5
2020160970017,-0.3519,53.764391,3
2020160970027,-0.290565,53.780018,3
2020160970117,-0.365444,53.778581,3
2020160970151,-0.045196,53.565329,5
2020160970157,-0.258808,53.781278,3
2020160970228,-0.329258,53.79935,3
2020160970249,-0.359285,53.745813,3
2020160970267,-0.700053,53.87372,1
2020160970271,-0.185897,54.089971,2
2020160970297,-0.306868,53.758064,3
2020160970313,-0.373072,53.743798,3
2020160970367,-0.398292,53.756471,3
2020160970457,-0.771604,54.00031,1
2020160970504,-0.795084,53.630996,4
2020160970532,-0.340969,53.795,3
2020160970558,-0.334182,53.742869,3
2020160970568,-0.399127,53.72973,3
2020160970595,-0.555538,53.731861,4
2020160970624,-0.31019,53.783388,3
2020160970633,-0.358184,53.768612,3
2020160970645,-0.064652,53.567165,5
2020160970662,-0.37624,53.73282,3
2020160970790,-0.814535,53.932026,1
2020160970924,-0.347852,53.743067,3
2020160970930,-0.25912,53.784725,3
2020160971021,-0.684724,53.605007,4
2020160971093,-0.246004,53.609837,5
2020160971115,-0.343388,53.665312,3
2020160971132,-0.385114,53.783288,3
2020160971143,-0.026773,53.535145,5
2020160971145,-0.290635,53.765583,3
2020160971251,-0.087005,53.564746,5
2020160971297,-0.04818,53.569082,5
2020160971375,-0.66608,53.565878,4
2020160971483,-0.330043,53.804053,3
2020160971491,-0.205183,53.587162,5
2020160971615,-0.849292,53.950889,1
2020160971623,-0.029567,53.55754,5
2020160971660,-0.47901,53.854547,3
2020160971682,-0.203208,54.096657,2
2020160971750,-0.6638,53.586042,4
2020160971856,-0.65023,53.567184,4
2020160971939,-0.348777,53.792969,3
2020160971980,-0.39535,53.621424,3
2020160971992,-0.406415,53.587349,3
2020160972261,-0.438442,54.010998,2
2020160972337,-0.193253,54.081856,2
2020160972497,-0.266919,53.600379,5
2020160972519,-0.42606,53.724944,3
2020160972527,-0.099982,53.516444,5
2020160972590,-0.710645,53.868594,1
2020160972620,-0.117097,53.545796,5
2020160972633,-0.665342,53.68286,4
2020160972647,-0.070479,53.574846,5
2020160972652,-0.4374,53.682359,3
2020160972663,-0.349288,53.759042,3
2020160972728,-0.911513,53.832968,1
2020160972832,-0.330314,53.777728,3
2020160972856,-0.3546,53.793543,3
2020160972881,-0.879963,53.709355,1
2020160972968,-0.593618,53.760468,4
2020160973152,-0.479098,53.855456,3
2020160973194,-0.097783,53.575615,5
2020160973212,-0.354039,53.769454,3
2020160973535,-0.825755,53.666877,1
2020160973558,-0.449899,53.858543,3
2020160973563,-0.227559,54.130987,2
2020160973565,-0.076789,53.56727,5
2020160973690,-0.399398,53.77885,3
2020160973697,-0.096903,53.575368,5
2020160973727,-0.091515,53.556476,5
2020160973765,-0.29087,53.757559,3
2020160973829,-0.073787,53.559536,5
2020160973837,-0.902441,53.994511,1
2020160973914,-0.357123,53.7371,3
2020160973923,-0.343446,53.76796,3
2020160973962,-0.555519,53.934791,3
2020160974105,-0.072027,53.5222,5
2020160974234,-0.41249,53.585309,3
2020160974346,-0.447047,53.758847,3
2020160974614,-0.673366,53.585438,4
2020160974808,-0.779547,53.816023,1
2020160974880,-0.449123,53.775369,3
2020160974910,-0.372158,53.743885,3
2020160974987,-0.668639,53.883452,1
2020160975037,-0.338507,53.590372,3
2020160975094,-0.247763,53.778627,3
2020160975121,-0.448103,53.85612,3
2020160975140,-0.653952,53.946162,1
2020160975147,-0.151212,53.507269,5
2020160975153,-0.19559,53.585022,5
2020160975175,-0.193064,54.084451,2
2020160975184,-0.651914,53.591149,4
2020160975207,-0.45427,54.008856,2
2020160975208,-0.354126,53.769545,3
2020160975325,-0.203684,54.079613,2
2020160975347,-0.333068,53.754557,3
2020160975378,-0.500528,53.553005,4
2020160975458,-0.387403,53.776227,3
2020160975467,-0.413757,53.983115,2
2020160975490,-0.450628,53.713048,3
2020160975658,-0.593533,53.760287,4
2020160975816,-0.420566,53.852129,3
2020160975855,-0.255547,53.829897,3
2020160975857,-0.074679,53.558516,5
2020160975916,-0.33749,53.750115,3
2020160975917,-0.395451,53.738284,3
2020160975918,-0.400004,53.828782,3
2020160975936,-0.316635,53.76418,3
2020160976157,-0.343644,53.779909,3
2020160976243,-0.417856,53.74526,3
2020160976279,-0.297718,53.779895,3
2020160976353,-0.558244,53.543485,4
2020160976373,-0.45772,53.764378,3
2020160976411,-0.288976,53.766835,3
2020160976423,-0.03229,53.693319,5
2020160976458,-0.073722,53.571284,5
2020160976470,-0.294392,53.763856,3
2020160976489,-0.521949,53.813816,3
2020160976554,-0.317099,53.655767,3
2020160976571,-0.292841,53.77854,3
2020160976579,-0.675863,53.564971,4
2020160976588,-0.203211,54.076756,2
2020160976595,-0.462003,53.679935,3
2020160976627,-0.344645,53.743265,3
2020160976689,-0.113517,53.555701,5
2020160976697,-0.398887,53.757989,3
2020160976706,-0.317941,53.788846,3
2020160976710,-0.216013,54.112929,2
2020160976717,-0.512634,53.740936,3
2020160976741,-0.269211,53.773006,3
2020160976756,-0.321773,53.773447,3
2020160976763,-0.678763,53.651225,4
2020160976898,-0.668315,53.88361,1
2020160976915,-0.599843,53.761664,4
2020160976920,-0.291987,53.778267,3
2020160977100,-0.271617,53.773544,3
2020160977368,-0.374424,53.757876,3
2020160977370,-0.087385,53.567701,5
2020160977444,-0.652832,53.604122,4
2020160977518,-0.315474,53.752639,3
2020160977574,-0.063294,53.52383,5
2020160977586,-0.339612,53.746306,3
2020160977594,-0.633729,53.569864,4
2020160977600,-0.250808,53.746976,3
2020160977601,-0.138701,53.581454,5
2020160977773,-0.083879,53.565766,5
2020160977809,-0.086949,53.568997,5
2020160977938,-0.425161,53.725067,3
2020160977991,-0.072485,53.566931,5
2020160978007,-0.450955,53.728882,3
2020160978056,-0.271249,53.747767,3
2020160978057,-0.651721,53.604361,4
2020160978075,-0.109531,53.568223,5
2020160978170,-0.073202,53.573424,5
2020160978187,-0.671258,54.017211,1
2020160978191,-0.245593,53.956014,2
2020160978192,-0.253136,53.757024,3
2020160978227,-0.273853,53.751562,3
2020160978232,-0.164924,53.574506,5
2020160978271,-0.876217,53.704934,1
2020160978324,-0.192149,54.085103,2
2020160978325,-0.477732,53.843654,3
2020160978584,-0.432514,53.786973,3
2020160978650,-0.403406,53.753609,3
2020160978697,-0.41465,53.840096,3
2020160978749,-0.048728,53.571284,5
2020160978878,-0.430778,53.845341,3
2020160978920,-0.343336,53.743391,3
2020160979048,-0.378795,53.778304,3
2020160979261,-0.166777,53.719786,5
2020160979270,-0.060821,53.565089,5
2020160979299,-0.058235,53.568805,5
2020160979307,-0.038016,53.562874,5
2020160979320,-0.27051,53.626437,3
2020160979343,-0.359011,53.760614,3
2020160979437,-0.238307,53.632062,5
2020160979438,-0.138199,53.583245,5
2020160979441,-0.030007,53.547721,5
2020160979453,-0.368791,53.730211,3
2020160979486,-0.326489,53.796426,3
2020160979487,-0.09295,53.566863,5
2020160979539,-0.076691,53.554108,5
2020160979605,-0.893256,53.722979,1
2020160979638,-0.416122,53.854264,3
2020160979727,-0.532151,53.961294,3
2020160979747,-0.644742,53.780661,1
2020160979801,-0.352156,53.749715,3
2020160979809,-0.36854,53.774264,3
2020160979883,-0.417535,53.752987,3
2020160979903,-0.91403,53.991138,1
2020160980151,-0.060319,53.572767,5
2020160980175,-0.383342,53.770158,3
2020160980181,-0.624153,53.582519,4
2020160980189,-0.653911,53.533975,4
2020160980262,-0.450688,53.593774,3
2020160980268,-0.289029,53.781974,3
2020160980281,-0.096108,53.563812,5
2020160980356,-0.186662,54.085398,2
2020160980374,-0.174571,54.105539,2
2020160980405,-0.884843,53.743117,1
2020160980408,-0.86072,53.761586,1
2020160980426,-0.664415,53.850804,1
2020160980429,-0.373209,53.750848,3
2020160980475,-0.204274,54.092143,2
2020160980492,-0.33094,53.744729,3
2020160980502,-0.400486,53.737075,3
2020160980520,-0.148682,53.819101,3
2020160980528,-0.226589,54.064069,2
2020160980573,-0.095914,53.57484,5
2020160980597,-0.157899,53.602679,5
2020160980613,-0.35959,53.754707,3
2020160980722,-0.675286,53.771717,1
2020160980727,-0.045197,53.56532,5
2020160980746,-0.339202,53.760935,3
2020160980762,-0.351169,53.768345,3
2020160980823,-0.682293,53.565042,4
2020160980825,-0.434978,53.777064,3
2020160980849,-0.421833,53.787256,3
2020160980857,-0.618155,53.564444,4
2020160980877,-0.09185,53.545352,5
2020160980924,-0.373492,53.787895,3
2020160980928,-0.363006,53.743329,3
2020160980959,-0.435309,53.754272,3
2020160981135,-0.091395,53.567189,5
2020160981144,-0.453818,53.854108,3
2020160981172,-0.772615,53.668439,4
2020160981176,-0.359322,53.746407,3
2020160981178,-0.123079,53.533062,5
2020160981274,-0.6323,53.564076,4
2020160981333,-0.320445,53.786966,3
2020160981366,-0.653019,53.593939,4
2020160981567,-0.435812,53.75337,3
2020160981569,-0.348416,53.754976,3
2020160981587,-0.531105,53.954171,3
2020160981596,-0.08388,53.565748,5
2020160981716,-0.416919,54.020388,2
2020160981783,-0.37322,53.750947,3
2020160981792,-0.58711,53.477418,4
2020160981835,-0.314252,53.749053,3
2020160981892,-0.361427,53.762085,3
2020160981992,-0.608864,53.526852,4
2020160982046,-0.465237,53.679258,3
2020160982083,-0.931172,53.870707,1
2020160982103,-0.334387,53.741541,3
2020160982108,-0.43482,53.840468,3
2020160982140,-0.329257,53.799764,3
2020160982169,-0.25972,53.746377,3
2020160982172,-0.407781,53.857326,3
2020160982193,-0.138715,53.581482,5
2020160982223,-0.357991,53.743206,3
2020160982225,-0.35302,53.599895,3
2020160982228,-0.377339,53.76961,3
2020160982288,-0.797226,53.799078,1
2020160982361,-0.818203,53.569338,4
2020160982391,-0.346616,53.742106,3
2020160982396,-0.271819,53.771947,3
2020160982403,-0.028466,53.53671,5
2020160982404,-0.658737,53.563153,4
2020160982412,-0.322199,53.744104,3
2020160982500,-0.566506,53.679021,4
2020160982504,-0.667506,53.54308,4
2020160982514,-0.703688,53.56951,4
2020160982554,-0.732761,53.650757,4
2020160982585,-0.083062,53.570805,5
2020160982615,-0.391329,53.731505,3
2020160982648,-0.632429,53.568986,4
2020160982667,-0.656152,53.575197,4
2020160982748,-0.656616,53.559111,4
2020160982819,-0.854676,53.708262,1
2020160982856,-0.363801,53.735348,3
2020160982918,-0.59605,53.760793,4
2020160983037,-0.329129,53.751365,3
2020160983147,-0.39334,53.744755,3
2020160983183,-0.66089,53.611682,4
2020160983212,-0.699373,53.873578,1
2020160983341,-0.379974,53.74373,3
2020160983383,-0.566596,53.858592,3
2020160983410,-0.046389,53.737212,5
2020160983411,-0.441222,53.823168,3
2020160983474,-0.864037,53.735317,1
2020160983622,-0.272621,53.757207,3
2020160983664,-0.449159,53.696129,3
2020160983697,-0.274372,53.972566,2
2020160983758,-0.654939,53.593925,4
2020160983792,-0.119528,53.550204,5
2020160983804,-0.612659,53.793984,4
2020160983809,-0.643434,53.574747,4
2020160983813,-0.357878,53.778774,3
2020160983836,-0.55708,53.550203,4
2020160983896,-0.208505,54.09226,2
2020160983929,-0.559439,53.544281,4
2020160983956,-0.274065,53.754918,3
2020160983965,-0.955331,53.706548,1
2020160984169,-0.356645,53.781607,3
2020160984189,-0.349394,53.736625,3
2020160984271,-0.347341,53.748759,3
2020160984281,-0.706792,53.555394,4
2020160984492,-0.104042,53.573782,5
2020160984517,-0.343982,53.740074,3
2020160984600,-0.327577,53.767551,3
2020160984638,-0.147907,53.469236,5
2020160984648,-0.152495,54.112492,2
2020160984754,-0.58208,53.551887,4
2020160984896,-0.781745,53.928776,1
2020160985046,-0.658283,53.574654,4
2020160985113,-0.090417,53.5366,5
2020160985115,-0.396037,53.739236,3
2020160985116,-0.285466,53.747971,3
2020160985129,-0.361552,54.061254,2
2020160985130,-0.187184,53.616251,5
2020160985243,-0.422406,53.733894,3
2020160985281,-0.385465,53.750411,3
2020160985294,-0.066772,53.557751,5
2020160985329,-0.313939,53.78985,3
2020160985358,-0.026412,53.669679,5
2020160985359,-0.274149,53.773967,3
2020160985360,-0.25893,53.897419,2
2020160985387,-0.60147,53.498055,4
2020160985483,-0.19185,54.085638,2
2020160985489,-0.740057,53.638465,4
2020160985492,-0.404646,53.7285,3
2020160985527,-0.119436,53.708778,5
2020160985528,-0.653898,53.586255,4
2020160985651,-0.59793,53.65462,4
2020160985794,-0.086397,53.566849,5
2020160985806,-0.096219,53.574772,5
2020160985834,-0.066866,53.564315,5
2020160985841,-0.423243,53.606108,3
2020160985854,-0.187085,54.09184,2
2020160985880,-0.834997,53.52748,4
2020160985944,-0.431344,53.842401,3
2020160985997,-0.339517,53.739482,3
2020160986034,-0.915294,53.98652,1
2020160986081,-0.38029,53.726844,3
2020160986118,-0.187054,54.09184,2
2020160986195,-0.11349,53.709601,5
2020160986198,-0.253741,53.836055,3
2020160986282,-0.529789,53.514472,4
2020160986301,-0.378358,53.734099,3
2020160986307,-0.229573,53.718204,3
2020160986334,-0.358703,53.76541,3
2020160986367,-0.38268,53.770006,3
2020160986381,-0.675172,53.94247,1
2020160986523,-0.874455,53.703407,1
2020160986524,-0.369872,53.786902,3
2020160986620,-0.564793,53.729833,4
2020160986644,-0.328286,53.747407,3
2020160986660,-0.377337,53.782266,3
2020160986668,-0.207079,54.068589,2
2020160986734,-0.193825,54.080652,2
2020160986737,-0.80867,53.999461,1
2020160986763,-0.342041,53.867555,3
2020160986775,-0.785026,53.924891,1
2020160986938,-0.343228,53.740738,3
2020160986998,-0.273678,53.755829,3
2020160987020,-0.125529,53.577662,5
2020160987035,-0.367608,53.795177,3
2020160987064,-0.129222,53.576129,5
2020160987125,-0.097854,53.572003,5
2020160987143,-0.35935,53.74647,3
2020160987217,-0.399497,53.729591,3
2020160987236,-0.646071,53.590077,4
2020160987248,-0.281941,53.623851,3
2020160987301,-0.344716,53.783124,3
2020160987380,-0.061122,53.575018,5
2020160987484,-0.322799,53.743519,3
2020160987511,-0.424709,53.834898,3
2020160987564,-0.888968,53.70107,1
2020160987709,-0.080433,53.567158,5
2020160987725,-0.416933,53.729049,3
2020160987742,-0.280539,53.769088,3
2020160987871,-0.409454,53.779011,3
2020160987909,-0.224712,53.914743,2
2020160987929,-0.358051,53.75101,3
2020160987947,-0.778432,53.930612,1
2020160988080,-0.806335,53.937014,1
2020160988107,-0.275197,53.748372,3
2020160988135,-0.450376,53.710402,3
2020160988154,-0.083361,53.565191,5
2020160988223,-0.331496,53.767417,3
2020160988234,-0.094301,53.567721,5
2020160988247,-0.091704,53.562349,5
2020160988269,-0.73547,53.84423,1
2020160988281,-0.498734,53.55078,4
2020160988398,-0.63258,53.56523,4
2020160988420,-0.359911,53.767108,3
2020160988422,-0.410362,53.744118,3
2020160988462,-0.639216,53.590412,4
2020160988471,-0.292355,53.764708,3
2020160988488,-0.359619,53.741511,3
2020160988500,-0.325123,53.743039,3
2020160988543,-0.471727,53.736286,3
2020160988547,-0.035057,53.560911,5
2020160988556,-0.879298,53.705861,1
2020160988574,-0.282331,53.613492,3
2020160988597,-0.248713,54.008141,2
2020160988600,-0.421691,53.719385,3
2020160988641,-0.56222,53.803888,3
2020160988668,-0.125999,54.116532,2
2020160988681,-0.327842,53.767734,3
2020160988710,-0.440754,53.851764,3
2020160988714,-0.358568,53.756419,3
2020160988721,-0.354917,53.599696,3
2020160988730,-0.025194,53.756875,5
2020160988748,-0.293745,53.778706,3
2020160988768,-0.047178,53.557046,5
2020160988774,-0.332969,53.742879,3
2020160988851,-0.053578,53.568262,5
2020160988853,-0.334214,53.753566,3
2020160988868,-0.359295,53.743206,3
2020160988885,-0.381084,53.74601,3
2020160989134,-0.174158,53.537925,5
2020160989135,-0.351313,53.763511,3
2020160989166,-0.396927,53.756066,3
2020160989192,-0.330134,53.619588,3
2020160989197,-0.335135,53.772465,3
2020160989220,-0.917086,53.706254,1
2020160989223,-0.623011,53.623729,4
2020160989234,-0.316816,53.752065,3
2020160989293,-0.381752,54.104071,2
2020160989461,-0.184177,53.586944,5
2020160989505,-0.327236,53.767726,3
2020160989540,-0.375795,53.750245,3
2020160989628,-0.250677,53.745023,3
2020160989756,-0.357487,53.737087,3
2020160989873,-0.375659,53.987847,2
2020160990003,-0.288992,53.766809,3
2020160990143,-0.285437,53.755009,3
2020160990168,-0.110169,53.7083,5
2020160990189,-0.122812,53.554094,5
2020160990221,-0.055473,53.562512,5
2020160990233,-0.398078,53.744567,3
2020160990269,-0.403332,53.753563,3
2020160990273,-0.110035,53.548463,5
2020160990293,-0.432346,53.845686,3
2020160990308,-0.639985,53.590008,4
2020160990390,-0.273445,53.756725,3
2020160990392,-0.433553,53.687702,3
2020160990446,-0.376476,53.782938,3
2020160990488,-0.079852,53.574655,5
2020160990515,-0.361554,53.743237,3
2020160990641,-0.409276,53.757229,3
2020160990642,-0.380157,53.672296,3
2020160990652,-0.358074,53.738362,3
2020160990695,-0.437612,53.724474,3
2020160990763,-0.877267,53.705312,1
2020160990784,-0.26829,53.772894,3
2020160990799,-0.664705,53.863688,1
2020160990800,-0.870602,53.703056,1
2020160990822,-0.451566,53.719676,3
2020160990901,-0.184354,53.582812,5
2020160990917,-0.319234,53.774706,3
2020160990943,-0.036428,53.526727,5
2020160991237,-0.593683,53.860216,1
2020160991281,-0.066757,53.563396,5
2020160991286,-0.364947,53.743328,3
2020160991310,0.04001,53.719097,5
2020160991410,-0.83616,53.9705,1
2020160991462,-0.314051,53.777582,3
2020160991545,-0.359221,53.743951,3
2020160991576,-0.365444,53.778572,3
2020160991837,-0.374526,53.743836,3
2020160991969,-0.658119,53.563146,4
2020160991985,-0.109404,53.577858,5
2020160991993,-0.291317,53.77308,3
2020160991994,-0.352176,53.74612,3
2020160992020,-0.542303,53.545781,4
2020160992088,-0.392538,53.77012,3
2020160992170,-0.220526,53.612886,5
2020160992193,-0.362498,53.786802,3
2020160992195,-0.49256,54.017666,2
2020160992284,-0.38595,53.78801,3
2020160992636,-0.367647,53.782027,3
2020160992663,-0.701903,53.872913,1
2020160992669,-0.660895,53.586171,4
2020160992671,-0.443881,53.680304,3
2020160992675,-0.307062,53.763065,3
2020160992689,-0.665655,53.579402,4
2020160992694,-0.303559,53.760373,3
2020160992772,-0.650148,53.604406,4
2020160992816,-0.28376,53.748162,3
2020160992880,-0.060397,53.563788,5
2020160993130,-0.34341,53.746511,3
2020160993225,-0.367665,53.738142,3
2020160993232,-0.448475,54.003847,2
2020160993273,-0.377059,53.786316,3
2020160993275,-0.653705,53.581857,4
2020160993415,-0.33538,53.767435,3
2020160993457,-0.066811,53.571497,5
2020160993511,-0.101763,53.572397,5
2020160993518,-0.456705,53.565473,4
2020160993605,-0.30981,53.756191,3
2020160993635,-0.297268,53.747519,3
2020160993683,-0.577409,53.532711,4
2020160993685,-0.417056,53.854096,3
2020160993726,-0.353943,53.750171,3
2020160993808,-0.656729,53.598449,4
2020160993836,-0.455694,53.762141,3
2020160993896,-0.195176,54.098119,2
2020160993944,-0.448809,53.721707,3
2020160993953,-0.203148,53.598818,5
2020160993995,-0.312487,53.762072,3
2020160994280,-0.417242,53.725664,3
2020160994313,-0.870668,53.70285,1
2020160994377,-0.350188,53.761644,3
2020160994396,-0.262809,53.611403,5
2020160994439,-0.375993,53.750616,3
2020160994586,-0.316052,53.889433,3
2020160994589,-0.316431,53.787512,3
2020160994607,-0.316944,53.787951,3
2020160994616,-0.721441,53.719841,1
2020160994617,-0.346357,53.746777,3
2020160994739,-0.438729,53.749156,3
2020160994766,-0.800206,54.016894,1
2020160994777,-0.06281,53.564519,5
2020160994793,-0.412537,53.585264,3
2020160994859,-0.436862,53.823992,3
2020160994871,-0.040789,53.558416,5
2020160994895,-0.314988,53.765541,3
2020160995125,-0.058283,53.566765,5
2020160995195,-0.119051,53.562305,5
2020160995199,-0.345645,53.739809,3
2020160995204,-0.626331,53.577276,4
2020160995222,-0.346101,53.782657,3
2020160995225,-0.433765,53.68197,3
2020160995244,-0.346145,53.782676,3
2020160995268,-0.317106,53.775926,3
2020160995377,-0.081487,53.567229,5
2020160995457,-0.448684,53.789763,3
2020160995479,-0.362948,53.739355,3
2020160995642,-0.656599,53.561538,4
2020160995660,-0.611885,53.791656,4
2020160995688,-0.421457,53.734124,3
2020160995735,-0.373645,53.754458,3
2020160995804,-0.431563,53.837343,3
2020160995889,-0.325009,53.748197,3
2020160995951,-0.683743,53.58985,4
2020160995979,-0.351814,53.749558,3
2020160996002,-0.291756,53.768241,3
2020160996032,-0.542006,53.72776,4
2020160996075,-0.04088,53.538137,5
2020160996241,-0.098246,53.571011,5
2020160996428,-0.140129,53.549258,5
2020160996523,-0.32233,53.792979,3
2020160996571,-0.329697,53.771077,3
2020160996672,-0.358843,53.743137,3
2020160996691,-0.119901,53.560179,5
2020160996745,-0.616736,53.638983,4
2020160996816,-0.533672,54.022201,2
2020160996819,-0.534514,54.022112,2
2020160996838,-0.455411,53.680911,3
2020160996963,-0.637965,53.580915,4
2020160996973,-0.174128,53.59401,5
2020160996987,-0.252017,53.754032,3
2020160996988,-0.109712,53.561807,5
2020160996997,-0.3592,53.744095,3
2020160997167,-0.442407,53.82481,3
2020160997201,-0.985956,53.686056,1
2020160997250,-0.351871,53.764373,3
2020160997272,0.032434,53.670403,5
2020160997317,-0.327541,53.766544,3
2020160997359,-0.343508,53.779125,3
2020160997368,-0.681252,53.645634,4
2020160997479,-0.778136,53.999702,1
2020160997484,-0.05883,53.534348,5
2020160997500,-0.188359,53.726847,3
2020160997544,-0.29902,53.768354,3
2020160997562,-0.64872,53.59088,4
2020160997621,-0.347161,53.74908,3
2020160997660,-0.436235,54.008812,2
2020160997672,-0.429966,53.750723,3
2020160997689,-0.383968,53.726192,3
2020160997704,-0.457917,53.762331,3
2020160997714,-0.075851,53.557654,5
2020160997719,-0.04108,53.558664,5
2020160997788,-0.268715,53.773987,3
2020160997815,-0.29457,53.866513,3
2020160997827,-0.528052,53.812588,3
2020160997855,-0.204663,53.614779,5
2020160997946,-0.414295,53.852325,3
2020160997979,-0.33176,53.76689,3
2020160997988,-0.139122,54.12176,2
2020160998110,-0.368989,53.677682,3
2020160998435,-0.448778,54.01168,2
2020160998477,-0.195604,53.873652,2
2020160998546,-0.351962,53.764365,3
2020160998711,-0.355024,53.750456,3
2020160998727,-0.28233,53.613518,3
2020160998756,-0.356578,53.750675,3
2020160998803,-0.660117,53.602181,4
2020160998848,-0.577565,53.671189,4
2020160998865,-0.351797,53.753072,3
2020160998914,-0.833514,53.608383,4
2020160998946,-0.64682,53.576557,4
2020160999091,-0.652899,53.52972,4
2020160999127,-0.308188,53.777319,3
2020160999170,-0.28938,53.933327,2
2020160999244,-0.389289,53.753914,3
2020160999304,-0.04111,53.558655,5
2020160999307,-0.424542,53.744899,3
2020160999308,-0.796973,53.679949,1
2020160999316,-0.384448,53.772573,3
2020160999407,-0.313187,53.746881,3
2020160999432,-0.325819,53.796111,3
2020160999458,-0.274409,53.751336,3
2020160999497,-0.33142,53.778526,3
2020160999794,-0.712512,53.849891,1
2020160999873,-0.418144,53.745273,3
2020160999916,-0.324487,53.786843,3
2020160999923,-0.700805,53.873513,1
2020160999951,-0.048429,53.551511,5
2020161000125,-0.167986,53.574616,5
2020161000136,-0.616623,53.566512,4
2020161000164,-0.093164,53.552385,5
2020161000313,-0.110532,53.56271,5
2020161000348,-0.32948,53.770822,3
2020161000350,-0.394964,53.749873,3
2020161000352,-0.188983,54.083015,2
2020161000491,-0.871768,53.703642,1
2020161000496,-0.651553,53.604404,4
2020161000615,-0.760961,53.841071,1
2020161000671,-0.760474,53.90545,1
2020161000866,-0.910647,53.990433,1
2020161000935,-0.391419,53.802573,3
2020161001030,-0.373595,53.753397,3
2020161001145,-0.321295,53.791913,3
2020161001242,-0.886045,53.708522,1
2020161001316,-0.817637,53.585306,4
2020161001359,-0.109868,53.548487,5
2020161001363,-0.410842,53.726991,3
2020161001419,-0.363731,53.77383,3
2020161001443,-0.328032,53.777858,3
2020161001497,-0.18975,54.081903,2
2020161001515,-0.319274,53.780559,3
2020161001648,-0.483415,53.724515,3
2020161001658,-0.375891,53.741868,3
2020161001794,-0.618859,53.566493,4
2020161001936,-0.822144,53.557404,4
2020161002004,-0.368104,53.794905,3
2020161002011,-0.402401,53.778504,3
2020161002021,-0.089278,53.557546,5
2020161002044,-0.091062,53.55414,5
2020161002071,-0.442166,53.728795,3
2020161002077,-0.376434,53.733282,3
2020161002092,-0.323131,53.756135,3
2020161002096,-0.796533,53.921357,1
2020161002111,-0.328145,53.779595,3
2020161002115,-0.684112,53.591607,4
2020161002123,-0.45583,54.0842,2
2020161002131,-0.156048,53.892117,2
2020161002134,-0.02339,53.556925,5
2020161002274,-0.3269,53.746408,3
2020161002363,-0.673565,53.571364,4
